,id,vervoerwijze,reismotief,regio,jaar,verplaatsingPerDag,afstandPerDag,reisduurPerDag,afstandPerVerplaatsing,reisduurPerVerplaatsing,verplaatsingenPerJaar,afstandPerJaar,reisduurPerJaar
5026,5026,Car (passenger),Touring and hiking,Noord-Holland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
5027,5027,Car (passenger),Touring and hiking,Noord-Holland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
5028,5028,Car (passenger),Touring and hiking,Noord-Holland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
5029,5029,Car (passenger),Touring and hiking,Noord-Holland (PV),2015,    0.01,    0.22,    0.39,   21.55,   38.65,       3,      75,     2.3
5030,5030,Car (passenger),Touring and hiking,Noord-Holland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
5031,5031,Car (passenger),Touring and hiking,Noord-Holland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
5032,5032,Car (passenger),Touring and hiking,Zuid-Holland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
5033,5033,Car (passenger),Touring and hiking,Zuid-Holland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
5034,5034,Car (passenger),Touring and hiking,Zuid-Holland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
5035,5035,Car (passenger),Touring and hiking,Zuid-Holland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
5036,5036,Car (passenger),Touring and hiking,Zuid-Holland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
5037,5037,Car (passenger),Touring and hiking,Zuid-Holland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
5038,5038,Car (passenger),Touring and hiking,Zuid-Holland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
5039,5039,Car (passenger),Touring and hiking,Zuid-Holland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
5040,5040,Car (passenger),Touring and hiking,Zeeland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
5041,5041,Car (passenger),Touring and hiking,Zeeland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
5042,5042,Car (passenger),Touring and hiking,Zeeland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
5043,5043,Car (passenger),Touring and hiking,Zeeland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
5044,5044,Car (passenger),Touring and hiking,Zeeland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
5045,5045,Car (passenger),Touring and hiking,Zeeland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
5046,5046,Car (passenger),Touring and hiking,Zeeland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
5047,5047,Car (passenger),Touring and hiking,Zeeland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
5048,5048,Car (passenger),Touring and hiking,Noord-Brabant (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
5049,5049,Car (passenger),Touring and hiking,Noord-Brabant (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
5050,5050,Car (passenger),Touring and hiking,Noord-Brabant (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
5051,5051,Car (passenger),Touring and hiking,Noord-Brabant (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
5052,5052,Car (passenger),Touring and hiking,Noord-Brabant (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
5053,5053,Car (passenger),Touring and hiking,Noord-Brabant (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
5054,5054,Car (passenger),Touring and hiking,Noord-Brabant (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
5055,5055,Car (passenger),Touring and hiking,Noord-Brabant (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
5056,5056,Car (passenger),Touring and hiking,Limburg (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
5057,5057,Car (passenger),Touring and hiking,Limburg (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
5058,5058,Car (passenger),Touring and hiking,Limburg (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
5059,5059,Car (passenger),Touring and hiking,Limburg (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
5060,5060,Car (passenger),Touring and hiking,Limburg (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
5061,5061,Car (passenger),Touring and hiking,Limburg (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
5062,5062,Car (passenger),Touring and hiking,Limburg (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
5063,5063,Car (passenger),Touring and hiking,Limburg (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
5064,5064,Car (passenger),Touring and hiking,Very urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
5065,5065,Car (passenger),Touring and hiking,Very urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
5066,5066,Car (passenger),Touring and hiking,Very urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
5067,5067,Car (passenger),Touring and hiking,Very urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
5068,5068,Car (passenger),Touring and hiking,Very urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
5069,5069,Car (passenger),Touring and hiking,Very urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
5070,5070,Car (passenger),Touring and hiking,Very urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
5071,5071,Car (passenger),Touring and hiking,Very urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
5072,5072,Car (passenger),Touring and hiking,Urban,2010,    0.01,    0.20,    0.36,   22.30,   40.71,       3,      69,     2.1
5073,5073,Car (passenger),Touring and hiking,Urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
5074,5074,Car (passenger),Touring and hiking,Urban,2012,    0.01,    0.19,    0.28,   23.00,   33.01,       3,      68,     1.6
5075,5075,Car (passenger),Touring and hiking,Urban,2013,    0.01,    0.24,    0.37,   23.55,   36.99,       3,      82,     2.2
5076,5076,Car (passenger),Touring and hiking,Urban,2014,    0.01,    0.31,    0.41,   31.34,   41.24,       3,     107,     2.4
5077,5077,Car (passenger),Touring and hiking,Urban,2015,    0.01,    0.19,    0.33,   23.09,   39.93,       3,      66,     1.9
5078,5078,Car (passenger),Touring and hiking,Urban,2016,    0.01,    0.16,    0.23,   22.44,   33.77,       2,      54,     1.4
5079,5079,Car (passenger),Touring and hiking,Urban,2017,    0.01,    0.15,    0.29,   19.64,   37.79,       3,      53,     1.7
5080,5080,Car (passenger),Touring and hiking,Moderately urban,2010,    0.01,    0.34,    0.44,   30.89,   39.45,       4,     119,     2.5
5081,5081,Car (passenger),Touring and hiking,Moderately urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
5082,5082,Car (passenger),Touring and hiking,Moderately urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
5083,5083,Car (passenger),Touring and hiking,Moderately urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
5084,5084,Car (passenger),Touring and hiking,Moderately urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
5085,5085,Car (passenger),Touring and hiking,Moderately urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
5086,5086,Car (passenger),Touring and hiking,Moderately urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
5087,5087,Car (passenger),Touring and hiking,Moderately urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
5088,5088,Car (passenger),Touring and hiking,Slightly urban,2010,    0.01,    0.17,    0.47,   18.08,   49.39,       3,      60,     2.7
5089,5089,Car (passenger),Touring and hiking,Slightly urban,2011,    0.01,    0.30,    0.46,   34.54,   52.90,       3,     105,     2.7
5090,5090,Car (passenger),Touring and hiking,Slightly urban,2012,    0.01,    0.26,    0.44,   24.66,   41.89,       4,      91,     2.6
5091,5091,Car (passenger),Touring and hiking,Slightly urban,2013,    0.01,    0.25,    0.41,   29.59,   48.17,       3,      87,     2.4
5092,5092,Car (passenger),Touring and hiking,Slightly urban,2014,    0.01,    0.24,    0.35,   32.29,   46.64,       3,      83,     2.0
5093,5093,Car (passenger),Touring and hiking,Slightly urban,2015,    0.01,    0.23,    0.33,   24.21,   34.82,       3,      80,     1.9
5094,5094,Car (passenger),Touring and hiking,Slightly urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
5095,5095,Car (passenger),Touring and hiking,Slightly urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
5096,5096,Car (passenger),Touring and hiking,Not urban,2010,       .,       .,       .,       .,       .,       .,       .,       .
5097,5097,Car (passenger),Touring and hiking,Not urban,2011,       .,       .,       .,       .,       .,       .,       .,       .
5098,5098,Car (passenger),Touring and hiking,Not urban,2012,       .,       .,       .,       .,       .,       .,       .,       .
5099,5099,Car (passenger),Touring and hiking,Not urban,2013,       .,       .,       .,       .,       .,       .,       .,       .
5100,5100,Car (passenger),Touring and hiking,Not urban,2014,       .,       .,       .,       .,       .,       .,       .,       .
5101,5101,Car (passenger),Touring and hiking,Not urban,2015,       .,       .,       .,       .,       .,       .,       .,       .
5102,5102,Car (passenger),Touring and hiking,Not urban,2016,       .,       .,       .,       .,       .,       .,       .,       .
5103,5103,Car (passenger),Touring and hiking,Not urban,2017,       .,       .,       .,       .,       .,       .,       .,       .
5104,5104,Car (passenger),Other travel motives,Nederland,2010,    0.03,    0.60,    0.76,   19.06,   24.15,      11,     208,     4.4
5105,5105,Car (passenger),Other travel motives,Nederland,2011,    0.03,    0.57,    0.72,   18.34,   23.23,      11,     199,     4.2
5106,5106,Car (passenger),Other travel motives,Nederland,2012,    0.03,    0.53,    0.68,   17.63,   22.84,      10,     184,     4.0
5107,5107,Car (passenger),Other travel motives,Nederland,2013,    0.03,    0.54,    0.71,   18.12,   23.61,      10,     189,     4.1
5108,5108,Car (passenger),Other travel motives,Nederland,2014,    0.03,    0.42,    0.58,   16.50,   22.85,       9,     147,     3.4
5109,5109,Car (passenger),Other travel motives,Nederland,2015,    0.02,    0.34,    0.46,   14.23,   19.17,       8,     118,     2.7
5110,5110,Car (passenger),Other travel motives,Nederland,2016,    0.02,    0.41,    0.52,   16.83,   21.53,       8,     143,     3.0
5111,5111,Car (passenger),Other travel motives,Nederland,2017,    0.02,    0.39,    0.53,   16.19,   22.09,       8,     134,     3.0
5112,5112,Car (passenger),Other travel motives,Noord-Nederland (LD),2010,    0.03,    0.71,    0.75,   21.67,   22.96,      11,     247,     4.4
5113,5113,Car (passenger),Other travel motives,Noord-Nederland (LD),2011,    0.03,    0.94,    0.88,   30.53,   28.76,      11,     326,     5.1
5114,5114,Car (passenger),Other travel motives,Noord-Nederland (LD),2012,    0.02,    0.45,    0.52,   23.30,   26.74,       7,     158,     3.0
5115,5115,Car (passenger),Other travel motives,Noord-Nederland (LD),2013,    0.03,    0.76,    0.69,   25.41,   23.11,      10,     263,     4.0
5116,5116,Car (passenger),Other travel motives,Noord-Nederland (LD),2014,    0.03,    0.75,    0.90,   25.51,   30.56,      10,     263,     5.2
5117,5117,Car (passenger),Other travel motives,Noord-Nederland (LD),2015,    0.03,    0.56,    0.59,   21.66,   22.98,       9,     195,     3.4
5118,5118,Car (passenger),Other travel motives,Noord-Nederland (LD),2016,    0.03,    0.40,    0.49,   15.89,   19.14,       9,     141,     2.8
5119,5119,Car (passenger),Other travel motives,Noord-Nederland (LD),2017,    0.02,    0.52,    0.54,   21.23,   22.22,       8,     180,     3.1
5120,5120,Car (passenger),Other travel motives,Oost-Nederland (LD),2010,    0.03,    0.59,    0.79,   18.58,   24.98,      11,     205,     4.6
5121,5121,Car (passenger),Other travel motives,Oost-Nederland (LD),2011,    0.03,    0.61,    0.73,   17.91,   21.61,      12,     210,     4.2
5122,5122,Car (passenger),Other travel motives,Oost-Nederland (LD),2012,    0.03,    0.48,    0.61,   15.08,   19.09,      11,     169,     3.6
5123,5123,Car (passenger),Other travel motives,Oost-Nederland (LD),2013,    0.03,    0.56,    0.71,   18.16,   22.97,      11,     196,     4.1
5124,5124,Car (passenger),Other travel motives,Oost-Nederland (LD),2014,    0.03,    0.57,    0.61,   20.73,   22.13,      10,     198,     3.5
5125,5125,Car (passenger),Other travel motives,Oost-Nederland (LD),2015,    0.03,    0.43,    0.52,   15.24,   18.62,      10,     148,     3.0
5126,5126,Car (passenger),Other travel motives,Oost-Nederland (LD),2016,    0.02,    0.37,    0.42,   16.64,   18.94,       8,     129,     2.5
5127,5127,Car (passenger),Other travel motives,Oost-Nederland (LD),2017,    0.03,    0.41,    0.57,   15.60,   21.47,       9,     143,     3.3
5128,5128,Car (passenger),Other travel motives,West-Nederland (LD),2010,    0.03,    0.64,    0.81,   21.44,   27.01,      10,     223,     4.7
5129,5129,Car (passenger),Other travel motives,West-Nederland (LD),2011,    0.03,    0.48,    0.67,   15.95,   22.44,      10,     166,     3.9
5130,5130,Car (passenger),Other travel motives,West-Nederland (LD),2012,    0.03,    0.58,    0.76,   18.56,   24.25,      11,     203,     4.4
5131,5131,Car (passenger),Other travel motives,West-Nederland (LD),2013,    0.03,    0.51,    0.74,   18.25,   26.38,      10,     177,     4.3
5132,5132,Car (passenger),Other travel motives,West-Nederland (LD),2014,    0.02,    0.34,    0.51,   14.34,   21.39,       8,     118,     2.9
5133,5133,Car (passenger),Other travel motives,West-Nederland (LD),2015,    0.02,    0.27,    0.41,   12.34,   18.63,       8,      94,     2.4
